DATE,SHOPPER_ID,SHOPPER_BASKET,STORE_ID,ZIP_CODE,MANU_ID,BRAND_ID,SUB_BRAND_ID,PRODUCT,SPECIES,FOOD_TYPE,BASE_PRICE,PRICE,PROMO_FLAG,UNITS,PRICE_TIER,PACKAGE_SIZE,FEEDING_PHILOSOPHY,NATURAL_CLAIM,TEXTURE_FORMAT,LIFESTAGE
2021-02-05,2857460,2857460A_13069749,126,15074,EPICUREAN,LANDS GIFT,LANDS GIFT,109578225918,DOG,DRY,8.99,8.09,1,2,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ALL LIFE STAGES
2021-02-11,2857460,2857460A_49931837,126,15074,EPICUREAN,LANDS GIFT,LANDS GIFT,109578225918,DOG,DRY,8.99,8.09,1,2,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ALL LIFE STAGES
2021-03-13,2857460,2857460A_21770487,126,15074,EPICUREAN,LANDS GIFT,LANDS GIFT,109578228152,DOG,DRY,28.99,28.99,0,1,SUPER PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-04-10,2857460,2857460A_45599649,126,15074,EPICUREAN,LANDS GIFT,LANDS GIFT,109578225914,DOG,DRY,10.75,8.06,1,1,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-04-26,2857460,2857460A_13337480,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,17.99,17.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-07-09,2857460,2857460A_47154138,126,15074,EPICUREAN,LANDS GIFT,LANDS GIFT,109578228152,DOG,DRY,28.99,28.99,0,1,SUPER PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-10-07,2857460,2857460A_49135803,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.96,18.96,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-10-22,2857460,2857460A_29620450,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.96,18.96,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-11-16,2857460,2857460A_37458917,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.96,18.96,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-12-05,2857460,2857460A_10085236,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.89,18.89,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-12-24,2857460,2857460A_37470332,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.99,17.09,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-01-06,2857460,2857460A_32626086,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.95,18.95,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-01-15,2857460,2857460A_17581457,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.88,18.88,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-01-24,2857460,2857460A_30319558,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.76,18.76,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-02-02,2857460,2857460A_18188815,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.99,14.24,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-02-10,2857460,2857460A_45321246,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.55,18.55,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-02-20,2857460,2857460A_29026113,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.99,17.09,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-02-28,2857460,2857460A_14818393,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465020588,DOG,DRY,18.99,17.09,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-03-08,2857460,2857460A_45473488,126,15074,MARS,PEDIGREE,PEDIGREE ADULT,3465021536,DOG,DRY,12.5,9.38,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE,ADULT
2022-03-17,2857460,2857460A_29267397,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,18.89,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-03-25,2857460,2857460A_36705377,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-04-02,2857460,2857460A_48746250,126,15074,MARS,PEDIGREE,PEDIGREE CHOICE CUTS,3465017897,DOG,WET,13.97,13.97,0,1,MAINSTREAM,PCH SML 0-8.9OZ,WET DOG B&B,NON NATURAL,CIG,UNSPECIFIED
2022-04-02,2857460,2857460A_48746250,126,15074,MARS,PEDIGREE,PEDIGREE HIGH PROTEIN,3465021528,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE,ADULT
2022-04-14,2857460,2857460A_33777224,126,15074,MARS,PEDIGREE,PEDIGREE ADULT,3465021536,DOG,DRY,13.99,13.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE,ADULT
2022-04-25,2857460,2857460A_19054253,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,2,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-05-09,2857460,2857460A_27291604,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-05-20,2857460,2857460A_25807360,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-05-27,2857460,2857460A_27239124,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-06-04,2857460,2857460A_38005681,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.89,20.89,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-06-13,2857460,2857460A_31656963,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-06-19,2857460,2857460A_43970056,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-06-29,2857460,2857460A_10651040,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.99,20.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-10,2857460,2857460A_37615375,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.54,20.54,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-16,2857460,2857460A_39786525,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-24,2857460,2857460A_16827984,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,10,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-30,2857460,2857460A_27399055,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,10,1,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-08-11,2857460,2857460A_21791659,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.87,19.87,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-08-25,2857460,2857460A_30022412,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-09-04,2857460,2857460A_10516420,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-09-13,2857460,2857460A_25931156,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,2,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-09-27,2857460,2857460A_10538068,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.92,19.92,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-10-04,2857460,2857460A_29843144,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-10-13,2857460,2857460A_30510600,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-10-23,2857460,2857460A_40024328,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.91,19.91,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-10-30,2857460,2857460A_39604421,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.98,19.98,0,2,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-11-12,2857460,2857460A_48025614,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.99,19.99,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-12-03,2857460,2857460A_29289161,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,20.54,20.54,0,2,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-12-18,2857460,2857460A_12869848,126,15074,MARS,PEDIGREE,PEDIGREE TENDER BITES ADULT,3465021552,DOG,DRY,19.95,19.95,0,1,MAINSTREAM,14 - 19.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2021-05-27,2857461,2857461A_40265218,113,15108,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063741,CAT,WET,0.55,0.55,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-08-24,2857461,2857461A_34952837,113,15108,EPICUREAN,MEOW BITE,MEOW BITE FISH,124391175858,CAT,WET,9.96,9.96,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-12-24,2857461,2857461A_17506573,113,15108,EPICUREAN,MEOW BITE,MEOW BITE TENDER,124391177870,CAT,DRY,5.99,5.99,0,1,MAINSTREAM,2.0 - 5.9 LBS,DRY CAT B&B,NON NATURAL,KIBBLE,UNSPECIFIED
2019-07-26,2857462,2857462A_27081807,1329,43206,MARS,IAMS,IAMS CORE,2852191641,DOG,DRY,21.49,21.49,0,1,PREMIUM,14 - 19.9 LBS,DRY DOG CSTMIZD CARE,NON NATURAL,KIBBLE,PUPPY
2020-02-07,2857465,2857465A_32692479,2,15102,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS OPTI,10678500510,DOG,DRY,9.99,7.49,1,1,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ANCESTRAL,NATURAL,KIBBLE,UNSPECIFIED
2020-02-21,2857465,2857465A_13819933,2,15102,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS CORE,10678501226,DOG,DRY,15.99,11.99,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2020-03-19,2857465,2857465A_10295645,91,15601,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS CORE,10678501226,DOG,DRY,17.99,13.49,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2020-06-19,2857465,2857465A_11686159,246,15332,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS MEDLEY,10678616402,DOG,DRY,16.94,12.71,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2020-09-05,2857465,2857465A_37376176,246,15332,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS MEDLEY,10678616406,DOG,DRY,16.99,15.29,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-01-08,2857465,2857465A_40169175,2,15102,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS MEDLEY,10678616406,DOG,DRY,17.61,17.61,0,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-01-23,2857465,2857465A_28004678,3,15122,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS OPTI,10678500510,DOG,DRY,8.99,6.74,1,1,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ANCESTRAL,NATURAL,KIBBLE,UNSPECIFIED
2021-02-04,2857465,2857465A_49315397,29,15301,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS LIFE,10678614278,DOG,DRY,19.99,19.99,0,1,PREMIUM,14 - 19.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-02-19,2857465,2857465A_25620999,246,15332,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS CORE,10678500810,DOG,DRY,13.59,13.59,0,1,PREMIUM,14 - 19.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-03-19,2857465,2857465A_36003743,2,15102,EPICUREAN,YUMMY MORSELS,YUMMY MORSELS LIFE,10678614278,DOG,DRY,19.99,19.99,0,1,PREMIUM,14 - 19.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,ADULT
2021-08-25,2857465,2857465A_44881857,246,15332,GOOD LIFE PROVISIONS,FRESH FLUFF,FRESH FLUFF,1893471327,DOG,DRY,13.99,10.49,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,UNSPECIFIED
2021-10-23,2857465,2857465A_18235759,37,15317,GOOD LIFE PROVISIONS,FRESH FLUFF,FRESH FLUFF,1893471327,DOG,DRY,13.99,7,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,UNSPECIFIED
2022-03-20,2857465,2857465A_15483251,37,15317,GOOD LIFE PROVISIONS,FRESH FLUFF,FRESH FLUFF,1893471327,DOG,DRY,14.99,7.5,1,1,PREMIUM,10 - 13.9 LBS,DRY DOG ING TRNSPRNCY,NATURAL,KIBBLE,UNSPECIFIED
2022-06-19,2857469,2857469A_27065065,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905016580,CAT,WET,1.19,1.19,0,1,ULTRA PREMIUM,TRIAL 0-2OZ,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT INCLSN,UNSPECIFIED
2022-06-19,2857469,2857469A_27065065,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905016587,CAT,WET,1.19,1.19,0,1,ULTRA PREMIUM,TRIAL 0-2OZ,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT LIQUID,SENIOR
2022-06-19,2857469,2857469A_27065065,96,16057,MARS,SHEBA,SHEBA PERFECT PORTIONS,3465017274,CAT,WET,12.69,12.69,0,1,SUPER PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,UNSPECIFIED
2022-06-20,2857469,2857469A_30160176,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905023202,CAT,WET,11.97,11.97,0,1,ULTRA PREMIUM,JUMBO MULTI SRV 185G+,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT INCLSN,UNSPECIFIED
2022-06-20,2857469,2857469A_30160176,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905016587,CAT,WET,1.19,1.19,0,3,ULTRA PREMIUM,TRIAL 0-2OZ,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT LIQUID,SENIOR
2022-07-27,2857469,2857469A_22855118,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905016581,CAT,WET,1.19,1.19,0,1,ULTRA PREMIUM,TRIAL 0-2OZ,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT INCLSN,UNSPECIFIED
2022-07-27,2857469,2857469A_22855118,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905016586,CAT,WET,1.19,1.19,0,1,ULTRA PREMIUM,TRIAL 0-2OZ,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT LIQUID,UNSPECIFIED
2022-08-12,2857469,2857469A_27701411,96,16057,EST RELL MBM,LUNGZ,LUNGZ DELECTABLE,4905023202,CAT,WET,11.97,11.97,0,1,ULTRA PREMIUM,JUMBO MULTI SRV 185G+,WET CAT CULINRY RCPS,NON NATURAL,COMPLMNT INCLSN,UNSPECIFIED
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086771,CAT,WET,0.65,0.59,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500087006,CAT,WET,0.65,0.59,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500043895,CAT,WET,0.65,0.49,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086765,CAT,WET,0.65,0.59,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086762,CAT,WET,0.65,0.33,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2019-10-19,2857470,2857470A_28015387,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500043892,CAT,WET,0.65,0.49,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2019-11-28,2857470,2857470A_29317648,383,44212,NUTRIWISE INC,WHOLES FELINE,WHOLES FELINE INDOOR,2670022527,CAT,DRY,6.45,6.45,0,1,MAINSTREAM,2.0 - 5.9 LBS,DRY CAT B&B,NON NATURAL,KIBBLE,ADULT
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086892,CAT,WET,0.65,0.65,0,2,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086897,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086900,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500087006,CAT,WET,0.65,0.33,1,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500043892,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-01-09,2857470,2857470A_38896504,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086765,CAT,WET,0.65,0.65,0,3,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-02-07,2857470,2857470A_31387927,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086771,CAT,WET,0.65,0.65,0,2,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-02-07,2857470,2857470A_31387927,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086892,CAT,WET,0.65,0.65,0,2,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-02-07,2857470,2857470A_31387927,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086765,CAT,WET,0.65,0.65,0,2,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-02-07,2857470,2857470A_31387927,383,44212,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500087006,CAT,WET,0.65,0.65,0,2,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500087006,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500043895,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500043892,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ADULT
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086892,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX CHEDDAR,7500086897,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086771,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086765,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
2021-04-03,2857470,2857470A_34557904,3009,44256,NUTRIWISE INC,FISH STIX,FISH STIX GRAVY LOVERS,7500086762,CAT,WET,0.65,0.65,0,1,PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,ALL LIFE STAGES
